Word,Count
cross,2
current,1
currentlocationpermissionresult,1
currently,1
currentstate,1
data,6
date,1
dateformatmedium,1
day,2
db,2
ddinterneterrordialog,1
dead,5
debug,1
debuggable,1
declared,1
decompose,1
deepa,1
deeplink,1
default,2
defaultbleconnectionstatuslistener,1
defect,2
define,2
defined,2
delete,9
deleted,2
delta,1
demand,2
dental,1
dependency,3
dependent,1
deprecated,2
deregister,1
descriptions,1
design,6
destroyed,1
details,1
dev,1
developer,2
developno,1
device,6
devicejava,1
devicelist,1
devicespecific,1
dfu,1
dialog,5
difference,1
different,10
difficult,1
digit,1
dimen,1
directly,1
disable,1
disabled,1
disabling,1
discuss,6
discussed,5
dismissing,1
document,1
doesnt,1
doesn’t,2
done,20
dont,4
dot,1
dpchannel,2
drawables,4
drs,1
due,1
dulce,1
duplicate,5
duplicated,2
duplication,12
easier,2
easy,2
effect,2
eg,1
either,2
else,7
emitteronnexttrue,2
empty,1
enable,1
enableconsent,1
enabled,2
enclose,1
ends,1
english,1
entry,1
error,3
etc,2
ever,1
every,4
ex,1
exactly,1
example,2
exception,2
execute,1
exist,4
expected,2
explicitly,1
explore,1
expose,1
fail,3
fails,3
false,2
feature,4
featureprovider,1
featureproviders,1
feedback,1
fetch,2
fetchfirst,1
fewer,1
file,30
filehelperreadfilefilepath,1
files,10
fill,2
findbugs,1
finding,1
fine,1
finelocation,1
firebase,3
firebasepushnotificationregistration,1
firmware,2
first,4
fix,15
fixed,4
flow,3
flows,1
folder,3
font,1
fonts/centralesansbookttf,1
foreground,1
format,6
formatted,1
formatting,1
fortify,1
found,2
fragment,9
fragmentoverride,1
fragments,1
full,3
function,11
functional,1
functionality,4
functions,1
funnels,1
future,3
gdpr,5
generic,2
get,10
getactivitygetsupportfragmentmanagerpopbackstackimmediate,1
getapplication,1
getargumentsgetstringcaretype,1
getbrushheadtitleid,1
getbrushingmodeonroutinenumber,1
getbundlefordeviceonboardflow,1
getdevice,1
getdevicetofilterconsent,1
gethandleimagesmall,1
gethsdpuuid,2
getinsurancename,1
getmodevalue,1
getmodevalueforanalytics,1
getproducturl,2
gets,1
getsessionforcloudupload,1
getstringresourceinenglish,1
give,3
given,11
gives,1
giving,1
global,2
go,6
good,2
got,1
gradle,1
grater,1
green,1
group,1
gson,2
guarantee,1
handle,8
handleasset,1
handled,15
handledrsdialogonappupgrade,1
handleinforeaderjava,1
handler,1
handleunknownstate,1
handling,3
handlings,2
hanged,1
happen,2
happening,2
happens,1
hard,3
hardcoded,1
head,6
header,2
headers,2
heads,3
help,1
helper,1
helpful,1
helps,1
helptext1,1
helptext2,1
hence,2
hide,1
hit,1
hk,1
hold,1
holder,1
hole,2
homeactivtiyviewmodel,1
hp,1
https//tfsemea1taphilipscom/tfs/tpcregion28/pohc/git/tuscanyandroidproduction/pullrequest/4631aoverview,1
hundred,1
id,1
idea,1
ids,2
image,2
immediately,1
imp,1
impact,4
implement,1
implementation,5
implemented,1
import,6
important,1
imports,2
inactive,1
inapp,1
include,2
included,1
indicate,1
info,1
informationname,2
init,2
initialisation,2
inorder,1
inside,8
instanceof,1
instead,12
insuranceid,1
insurancename,1
integationshanghai,1
integer0,4
integration,6
integrationbranch,1
integrationshanghai,1
intended,1
intent,1
intentionally,2
interface,3
interval,2
introduce,1
intuitive,1
invalid,2
invalidchargerinfofragment,1
invalidsignature,1
inverted,1
ios,3
isca,1
ischecked,1
isexpertclean,1
isimulockuisupported,1
isimusupported,1
islivabrushingsupported,1
islivebrushingsupported,2
isofflinesessionsummary,2
isosloassociated,1
isringidsupported,1
issessiondatapriorthreshold,2
issue,9
issues,1
isvalidhandle,1
isvalidringid,3
item,2
java,3
jenkins,1
json,5
junit,5
keep,12
key,4
know,2
knowledge,1
language,2
later,2
latest,7
launch,1
launching,2
layout,5
lead,5
leak,2
left,1
let,1
lets,6
let’s,1
lib,3
libraries,1
library,2
life,1
lifecycle,1
like,8
line,17
lines,11
link,1
lint,1
list,3
listener,4
listeners,1
live,1
local,3
locale,1
locations,1
log,13
logged,4
logging,1
logic,20
login,3
logout,2
logs,2
looks,6
loops,1
lots,2
m23,1
macau,1
make,11
makes,1
manager,4
many,3
margin/padding,1
marking,1
master,1
match,2
matching,2
may,14
meaning,2
means,1
mechanism,1
medium,2
memory,2
mentioned,5
merge,4
merged,6
merging,4
method,34
methods,4
might,4
miss,1
missing,5
mo,3
mode,2
model,2
modes,1
modified,2
module,1
momenttimestamp,1
mouth,1
mouthrins,2
move,36
moved,4
moving,1
much,3
multiple,3
name,23
naming,2
native,1
navigating,1
nebraska,6
necessary,1
need,25
needs,7
negation,1
never,2
new,6
nfr,1
none,2
normal,2
notification,1
null,17
number,1
numitems,1
object,1
observe,1
observed,1
observeforever,1
observer,1
oe,5
ok,1
onanimationend,1
onbackpressed,1
onboard,1
onboarded,1
onboarding,2
onboardingmyprivacyfragmentjava,1
ondateselectlistener,1
ondraw,1
one,4
ononboardingquestionsloaded,1
onsingleitemclicklistener,1
onstart,1
onvzdeeplinkhandler,2
opens,1
openurlinexternalbrowser,1
operations,1
optimisation,1
optimise,3
optimised,2
optimize,5
options,1
order,3
organized,1
original,1
osaka,4
oslo,6
others,2
otherwise,2
outside,1
override,1
p,1
package,3
page,2
param,2
parent,1
parse,1
part,3
pass,4
passed,3
passing,7
path,1
pathselectorfragment,1
peace,1
pending,1
per,2
perform,1
performance,3
performed,2
permission,1
personal,2
piece,1
place,2
placed,1
places,5
plan,2
please,88
plus,1
plz,4
pmd,1
po,1
point,2
popbackstack,1
position,4
positive,1
possibility,2
possible,3
postcurrentblestatus,1
posting,1
postponed,2
pr,6
preference,1
preprocessing,2
present,13
presenter,1
prev,2
previous,5
print,1
privacy,1
private,5
problem,4
proceedlogoutsuccess,1
process,1
processed,2
processing,1
product,5
productconfiguration,1
productrecommendations,3
products,1
productsconfiguration,1
progress,1
progressreportprocessortestkt,1
promptthis,1
properly,1
provide,1
provider,1
pselect,1
public,3
pull,4
purge,2
purpose,4
put,8
putting,1
raise,1
raised,1
ramas,1
rapidclickdetector,2
rather,1
rawsensorpacketlistener,1
rc,3
rca,1
react,1
reactivex,1
reactnativegesturehandle,1
read,1
readability,4
readablility,1
really,4
reason,1
recheck,1
recommend,1
recommendation,3
recycler,1
reduce,1
redundant,1
refactor,1
refer,2
referring,1
reformat,1
refresh,1
refreshbrushingdata,1
refreshcb,1
refreshloginsessionhandlerforcedlogut,1
register,1
regression,1
rejected,1
related,10
relative,1
release,2
reminder,1
reminding,1
remobved,1
removal,2
remove,89
removed,20
rename,13
renamed,1
renaming,1
replace,6
replacing,1
reproduce,1
request,2
required,41
reset,1
resetfirmwarepreference,1
resetfwupdatenotificationpreferences,1
resolve,1
resolved,26
resource,1
resources,3
respective,1
result,1
resultdate,1
results,1
retest,1
return,12
returning,2
returns,3
reuse,1
revert,29
reverted,1
review,14
reviewer,1
revision,1
right,2
ringid,1
ringid/modelid,1
rinse,1
rngesturehandlerbuttonviewmanager,1
rule,1
rules,1
run,1
rx,1
safe,1
santanu,1
saw,1
scanerror,1
scenario,5
scope,1
scores,1
scout,1
screen,5
script,1
scrollview,1
scrum,1
sd,1
sdk,1
searching,2
see,1
selected,1
send,1
sendanalyticsforprompt,1
sending,1
sensitive,1
sensordatareceiver,1
sent,1
separate,5
seperate,1
server,1
sessionmanagerthis,2
set,6
setting,2
setup,1
shanghai,2
shantanu,1
shared,1
show,2
showing,2
shown,1
shows,1
side,6
signature,1
similar,4
similarly,2
sindu,1
single,3
size,4
skipped,1
solution,1
solutionjsonstring,1
solutionselectionlayout,1
sonicareconsentmanager,1
sonicareconsentmanagerjava,1
sonicaredialogtypedrsoffforx,1
space,4
span,2
specialevents,1
specific,1
specifier,2
spelling,2
splashinsurancepresenterjava,1
stable,1
stacj,1
stage,1
staging,3
standard,2
standardcharsetsutf8,9
started,2
starting,1
state,3
statement,2
static,3
status,1
still,1
sting,2
store,1
stored,1
story,7
string,12
stringformat,1
strings,6
stringvalueofamnt,1
stringxml,1
style,2
subpress,1
suffix,1
suggested,2
supported,3
supportscanfilter,1
suppress,8
suppresswarningsdeprecation,1
sure,2
switch,3
tabordinal,1
tabs,1
tag,4
tagged,1
tags,1
take,3
taking,2
target,1
targeting,1
team,2
teaser,1
template,3
templet,1
terms,1
test,20
test/resources,1
testactivityjava,1
testcase,1
tested,1
tester,1
testers,1
testing,12
tests,2
testtuscanyapplicationactivityjava,1
text,4
thing,1
think,6
thread,1
ticket,1
tics,1
time,9
timing,3
title,1
titleactivitytest,1
together,1
token,3
tolowercase,1
tongiueclean,1
tongue,1
tongueclean,1
tools,1
topfragment,1
trace,1
tracing,1
track,2
tracked,1
tracking,4
translate,1
trigger,1
triggered,1
triggers,1
true,9
trust,1
try,1
tuscany,3
tuscanyble,1
tuscanyconstants,9
tuscanylog,2
tuscanylogprintstacktrace,1
tuscanyutilscheckprivacynotice,1
tuscanyutilsisuserlogingetcontext,1
tw,1
two,4
type,1
tyuscanyutils,1
u,1
ui,5
uivisiblestate,1
uncomment,1
understand,3
understanding,4
unit,2
unused,8
update,5
updated,4
updates,1
updatetimetolowercase,1
updateuistate,2
upg,1
upgrade,5
upgradefiledownloadtasklistener,1
upload,1
url,1
use,38
used,17
useful,1
user,12
useragreementlink,1
users,1
using,8
utf8,11
util,2
utility,2
utilityappcontextgetcontext,2
utiljava,1
utils,1
val,1
valid,2
validate,1
validation,1
value,16
values,2
valuesit/stringsxml,1
var,1
variable,12
variables,4
verification,1
verified,1
verify,11
version,8
versions,2
view,2
viewgroup,1
viewlisteners,1
viewonclicklistener,1
visible,1
visiblefortesting,1
waiting,1
want,2
warning,9
way,1
web,1
webagreementlink,1
well,3
whether,4
white,3
wise,1
without,1
work,10
working,3
would,1
write,4
written,2
wrong,7
x1,1
xbutton,1
xml,4
y0,1
yes,4
zone,4
“utf8�,6

